Created Date,Created Time,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Borough
3/13/12,23:50,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10007,,,,,CENTER STREET,CHAMBERS STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/14/12,0:05,Noise - Residential,Loud Music/Party,Residential Building/House,10038,39 JOHN STREET,JOHN STREET,NASSAU STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/15/12,4:11,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,,,,,WATER STREET,JOHN STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/15/12,23:21,Noise - Residential,Loud Music/Party,Residential Building/House,10013,56 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/16/12,13:01,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,,,,,RECTOR STREET,WASHINGTON STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/16/12,23:14,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,,,,,RYDERS ALLEY,FULTON STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/17/12,4:11,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10007,,,,,PARK PLACE,CHURCH STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/17/12,18:18,Noise - Park,Loud Talking,Park/Playground,10005,55 LIBERTY STREET,LIBERTY STREET,NASSAU STREET,LIBERTY PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
3/17/12,22:12,Noise - Park,Loud Talking,Park/Playground,10005,,,,,BROADWAY,LIBERTY STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/17/12,22:26,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,56 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/17/12,23:03,Noise - Park,Loud Talking,Park/Playground,10005,,,,,LIBERTY STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
3/17/12,23:06,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,LIBERTY STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
3/17/12,23:19,Noise - Residential,Loud Music/Party,Residential Building/House,10038,200 WATER STREET,WATER STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/17/12,23:27,Noise - Park,Loud Talking,Park/Playground,10006,BROADWAY,BROADWAY,CEDAR STREET,LIBERTY STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
3/18/12,4:02,Noise - Residential,Loud Music/Party,Residential Building/House,10038,2 GOLD STREET,GOLD STREET,LIBERTY STREET,PLATT STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/18/12,6:06,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WATER STREET,MAIDEN LANE,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,6:09,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WATER STREET,MAIDEN LANE,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,6:09,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,WATER STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,6:10,Noise - Residential,Loud Music/Party,Residential Building/House,10005,,,,,PEARL STREET,PINE STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,6:10,Noise - Residential,Loud Music/Party,Residential Building/House,10005,,,,,WATER STREET,HANOVER SQUARE,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,6:11,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WATER STREET,MAIDEN LANE,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,6:30,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,130 WATER STREET,WATER STREET,WALL STREET,PINE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/18/12,8:52,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,,,,,WEST STREET,VESTRY STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,8:55,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,,,,,VESTRY STREET,WEST STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:07,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,PEARL STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:10,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:10,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,HANOVER STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:20,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WATER STREET,PINE STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:24,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,LIBERTY STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:25,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,67 WALL STREET,WALL STREET,HANOVER STREET,PEARL STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/18/12,9:32,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,PINE STREET,WATER STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,9:51,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,129 FRONT STREET,FRONT STREET,WALL STREET,PINE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/18/12,10:30,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,130 WATER STREET,WATER STREET,WALL STREET,PINE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/18/12,10:36,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,WATER STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,11:17,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,HANOVER SQUARE,WATER STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/18/12,17:17,Noise - Park,Loud Music/Party,Park/Playground,10004,,,BATTERY PARK VIADUCT,EAST RIVER ESPLANADE,,,PLACENAME,NEW YORK,SI FERRY TERMINAL,MANHATTAN
3/19/12,2:55,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,238 FRONT STREET,FRONT STREET,PECK SLIP,DOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/19/12,13:24,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,165 CHURCH STREET,CHURCH STREET,CHAMBERS STREET,READE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/19/12,14:53,Noise - Commercial,Banging/Pounding,Store/Commercial,10038,85 GOLD STREET,GOLD STREET,BEEKMAN STREET,SPRUCE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/12,0:33,Noise - Residential,Banging/Pounding,Residential Building/House,10005,20 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/12,12:24,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,350 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/12,12:27,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,350 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/12,13:03,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,350 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/20/12,15:22,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,,,,,BROADWAY,WALKER STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/20/12,19:54,Noise - Vehicle,Engine Idling,Street/Sidewalk,10013,,,,,WATTS STREET,WASHINGTON STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/21/12,3:01,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10038,121 FULTON STREET,FULTON STREET,DUTCH STREET,NASSAU STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/21/12,3:25,Noise - Residential,Loud Music/Party,Residential Building/House,10038,,,,,FULTON STREET,GOLD STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/21/12,4:36,Noise - Residential,Banging/Pounding,Residential Building/House,10038,33 GOLD STREET,GOLD STREET,JOHN STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
3/21/12,11:59,Noise - Vehicle,Engine Idling,Street/Sidewalk,10007,80 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/21/12,14:32,Noise - Residential,Loud Music/Party,Residential Building/House,10038,59 MAIDEN LANE,MAIDEN LANE,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/21/12,22:46,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,41 WHITE STREET,WHITE STREET,CHURCH STREET,FRANKLIN PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
3/21/12,23:13,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,PINE STREET,PINE STREET,WILLIAM STREET,PEARL STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
3/22/12,17:52,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10048,,,,,VESEY STREET,WEST STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/22/12,17:55,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10282,,,,,WARREN STREET,NORTH END AVENUE,INTERSECTION,NEW YORK,,MANHATTAN
3/22/12,18:58,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10048,,,,,WEST STREET,VESEY STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/22/12,18:58,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10282,450 NORTH END AVENUE,NORTH END AVENUE,WARREN STREET,CHAMBERS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/22/12,23:11,Noise - Residential,Loud Music/Party,Residential Building/House,10038,33 GOLD STREET,GOLD STREET,JOHN STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
3/22/12,23:29,Noise - Vehicle,Engine Idling,Street/Sidewalk,10013,111 WORTH STREET,WORTH STREET,BROADWAY,LAFAYETTE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/23/12,0:43,Noise - Residential,Loud Music/Party,Residential Building/House,10013,36 LAIGHT STREET,LAIGHT STREET,PEDESTRIAN OVERPASS,HUDSON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/23/12,13:46,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,,,,,LIBERTY STREET,TRINITY PLACE,INTERSECTION,NEW YORK,,MANHATTAN
3/23/12,14:48,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,,,,,WALKER STREET,BROADWAY,INTERSECTION,NEW YORK,,MANHATTAN
3/23/12,14:54,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,,,,,BROADWAY,WALKER STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/24/12,0:00,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,FRANKLIN STREET,FRANKLIN STREET,HUDSON STREET,GREENWICH STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
3/24/12,22:51,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,57 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
3/25/12,2:08,Noise - Residential,Loud Music/Party,Residential Building/House,10038,135 WILLIAM STREET,WILLIAM STREET,JOHN STREET,FULTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/29/12,14:11,Noise - Residential,Loud Music/Party,Residential Building/House,10013,8 WHITE STREET,WHITE STREET,WEST BROADWAY,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,MANHATTAN
3/29/12,15:00,Noise - Residential,Loud Music/Party,Residential Building/House,10013,10 WHITE STREET,WHITE STREET,WEST BROADWAY,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,MANHATTAN
3/30/12,9:30,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,44 JOHN STREET,JOHN STREET,NASSAU STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
3/30/12,14:19,Noise - Park,Loud Music/Party,Park/Playground,10004,,,,,BATTERY PLACE,STATE STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/31/12,23:16,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
3/31/12,23:19,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/1/12,0:09,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,363 GREENWICH STREET,GREENWICH STREET,HARRISON STREET,FRANKLIN STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/1/12,8:46,Noise - Residential,Loud Music/Party,Residential Building/House,10013,56 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/12,11:14,Noise - Vehicle,Engine Idling,Street/Sidewalk,10013,60 HUDSON STREET,HUDSON STREET,THOMAS STREET,JAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/12,12:31,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,26 FEDERAL PLAZA,FEDERAL PLAZA,THOMAS STREET,WORTH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/4/12,17:50,Noise - Vehicle,Engine Idling,Street/Sidewalk,10038,PLATT STREET,PLATT STREET,GOLD STREET,WILLIAM STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
4/4/12,21:07,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,,,,,CANAL STREET,HUDSON STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/6/12,4:31,Noise - Residential,Loud Music/Party,Residential Building/House,10038,99 JOHN STREET,JOHN STREET,GOLD STREET,CLIFF STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/6/12,4:59,Noise - Residential,Loud Music/Party,Residential Building/House,10007,50 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/6/12,6:38,Noise - Residential,Loud Music/Party,Residential Building/House,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/6/12,10:28,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,GOUVERNEUR LANE,FRONT STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/6/12,18:08,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROADWAY,LIBERTY STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/7/12,0:15,Noise - Residential,Loud Music/Party,Residential Building/House,10005,20 EXCHANGE PLACE,EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/7/12,19:26,Noise - Residential,Loud Music/Party,Residential Building/House,10013,277 CHURCH STREET,CHURCH STREET,AVENUE OF THE AMERICAS,WHITE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/7/12,22:54,Noise - Residential,Loud Music/Party,Residential Building/House,10007,20 MURRAY STREET,MURRAY STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/12,0:53,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10006,21 RECTOR STREET,RECTOR STREET,GREENWICH STREET,WASHINGTON STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/12,2:31,Noise - Residential,Loud Music/Party,Residential Building/House,10005,15 BROAD STREET,BROAD STREET,NASSAU STREET,EXCHANGE PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/12,2:37,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10007,WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
4/8/12,3:14,Noise - Residential,Loud Music/Party,Residential Building/House,10038,85 JOHN STREET,JOHN STREET,WILLIAM STREET,GOLD STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/8/12,23:38,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,133 WEST BROADWAY,WEST BROADWAY,DUANE STREET,THOMAS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/9/12,5:24,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10007,,,,,BROADWAY,THOMAS STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/11/12,0:07,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/11/12,20:44,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,22 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/11/12,22:40,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/12/12,16:09,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10007,113 CHURCH STREET,CHURCH STREET,PARK PLACE,MURRAY STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/12/12,23:23,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/13/12,21:34,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/13/12,22:29,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/13/12,22:46,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/13/12,23:07,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,99 JOHN STREET,JOHN STREET,GOLD STREET,CLIFF STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/12,1:22,Noise - Residential,Loud Music/Party,Residential Building/House,10038,33 GOLD STREET,GOLD STREET,JOHN STREET,RYDERS ALLEY,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/12,7:02,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/14/12,21:44,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,105 READE STREET,READE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/14/12,23:00,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/15/12,17:36,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/15/12,18:43,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,15 BROAD STREET,BROAD STREET,NASSAU STREET,EXCHANGE PLACE,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/12,20:43,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/15/12,20:47,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/15/12,20:48,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,NASSAU STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/15/12,20:55,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10005,55 WALL STREET,WALL STREET,WILLIAM STREET,HANOVER STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/12,21:59,Noise - Commercial,Loud Music/Party,Store/Commercial,10007,23 WARREN STREET,WARREN STREET,BROADWAY,CHURCH STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/15/12,22:00,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/15/12,22:01,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,6:20,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,NASSAU STREET,NASSAU STREET,BROAD STREET,PINE STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
4/16/12,10:03,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,15:38,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,20:55,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,21:12,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,21:18,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,21:25,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,BLOCKFACE,NEW YORK,,MANHATTAN
4/16/12,21:29,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,21:31,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,21:35,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,21:35,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/16/12,21:38,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,NASSAU STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,22:58,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/16/12,23:18,Noise - Park,Loud Talking,Park/Playground,10004,,,,,WATER STREET,COENTIES SLIP,INTERSECTION,NEW YORK,,MANHATTAN
4/18/12,12:11,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,29 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/18/12,13:32,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/18/12,16:27,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,100 BROADWAY,BROADWAY,WALL STREET,PINE STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/18/12,21:24,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/18/12,21:34,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/19/12,4:31,Noise - Residential,Loud Music/Party,Residential Building/House,10007,295 GREENWICH STREET,GREENWICH STREET,WARREN STREET,CHAMBERS STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/19/12,5:12,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10006,,,,,LIBERTY STREET,WEST STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/19/12,12:53,Noise - Vehicle,Engine Idling,Street/Sidewalk,10004,,,,,GREENWICH STREET,MORRIS STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/19/12,21:44,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/20/12,4:25,Noise - Residential,Loud Music/Party,Residential Building/House,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,MANHATTAN
4/20/12,16:02,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,WILLIAM STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/20/12,16:06,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/20/12,17:39,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,,,,,WALL STREET,BROAD STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/20/12,18:07,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/20/12,18:51,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/20/12,19:00,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,MANHATTAN
4/20/12,19:17,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,23 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
4/20/12,19:51,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10005,37 WALL STREET,WALL STREET,BROAD STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,MANHATTAN
